"date","sampleID","perBottleSampleVolume","algalParameter","algalParameterUnit","total.alg","parentSampleID","fieldSampleVolume","labSampleVolume","preservativeVolume","year","domainID","siteID","eventID","namedLocation","decimalLatitude","decimalLongitude","elevation","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","labVol","algCountPerMl","algAbundPerArea"
2016-07-12,"CARI.20160712.EPILITHON.1",60,"cell density","cellsPerBottle",3966.8,"CARI.20160712.EPILITHON.1",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,66.1133333333333,3434815.7384317
2016-07-12,"CARI.20160712.EPILITHON.2",60,"cell density","cellsPerBottle",1295546.6,"CARI.20160712.EPILITHON.2",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,21592.4433333333,1121801918.81408
2016-07-12,"CARI.20160712.EPILITHON.3",60,"cell density","cellsPerBottle",3664.5,"CARI.20160712.EPILITHON.3",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,61.075,3173056.94098088
2016-07-12,"CARI.20160712.EPILITHON.4",60,"cell density","cellsPerBottle",1182186.3,"CARI.20160712.EPILITHON.4",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,19703.105,1023644274.72984
2016-07-12,"CARI.20160712.EPILITHON.5",60,"cell density","cellsPerBottle",834008.2,"CARI.20160712.EPILITHON.5",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,13900.1366666667,722160051.260737
2016-07-12,"CARI.20160712.EPILITHON.6",60,"cell density","cellsPerBottle",7436.1,"CARI.20160712.EPILITHON.6",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,123.935,6438850.78969244
2016-07-12,"CARI.20160712.EPILITHON.7",60,"cell density","cellsPerBottle",19703.1,"CARI.20160712.EPILITHON.7",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,328.385,17060733.5827099
2016-07-12,"CARI.20160712.EPILITHON.8",59,"cell density","cellsPerBottle",597165.8,"CARI.20160712.EPILITHON.8",125,58.8,1.2,2016,"D19","CARI","CARI.20160712","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,9952.76333333333,517080389.304516
2016-08-23,"CARI.20160823.EPILITHON.1",57,"cell density","cellsPerBottle",53307.6,"CARI.20160823.EPILITHON.1",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,888.46,46158561.9285121
2016-08-23,"CARI.20160823.EPILITHON.2",59,"cell density","cellsPerBottle",1064340.2,"CARI.20160823.EPILITHON.2",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,17739.0033333333,921602417.567193
2016-08-23,"CARI.20160823.EPILITHON.3",57,"cell density","cellsPerBottle",1333698.2,"CARI.20160823.EPILITHON.3",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,22228.3033333333,1154837039.34608
2016-08-23,"CARI.20160823.EPILITHON.4",57,"cell density","cellsPerBottle",545553.2,"CARI.20160823.EPILITHON.4",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,9092.55333333334,472389512.330285
2016-08-23,"CARI.20160823.EPILITHON.5",57,"cell density","cellsPerBottle",1764111.1,"CARI.20160823.EPILITHON.5",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,29401.8516666667,1527527621.91743
2016-08-23,"CARI.20160823.EPILITHON.6",57,"cell density","cellsPerBottle",603301.1,"CARI.20160823.EPILITHON.6",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,10055.0183333333,522392889.304516
2016-08-23,"CARI.20160823.EPILITHON.7",57,"cell density","cellsPerBottle",895802.9,"CARI.20160823.EPILITHON.7",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",60,14930.0483333333,775667515.239679
2016-08-23,"CARI.20160823.EPILITHON.8",57,"cell density","cellsPerBottle",4884115.2,"CARI.20160823.EPILITHON.8",125,58.8,1.2,2016,"D19","CARI","CARI.20160823","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",60,81401.92,4229110556.94098
2016-08-23,"CARI.20160823.SESTON",1015,"cell density","cellsPerBottle",16594.1,"CARI.20160823.SESTON",5000,980,20,2016,"D19","CARI","CARI.20160823","CARI.AOS.S2",65.15308,-147.501997,225.7,"run","seston",NA,NA,"cobble",1000,16.5941,NA
2017-05-15,"CARI.20170515.EPILITHON.1",61,"cell density","cellsPerBottle",584613.7,"CARI.20170515.EPILITHON.1",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,9552.5114379085,496285922.584606
2017-05-15,"CARI.20170515.EPILITHON.2",62,"cell density","cellsPerBottle",437071.4,"CARI.20170515.EPILITHON.2",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,7141.68954248366,371035408.483149
2017-05-15,"CARI.20170515.EPILITHON.3",62,"cell density","cellsPerBottle",363699.6,"CARI.20170515.EPILITHON.3",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,5942.80392156863,308749164.670024
2017-05-15,"CARI.20170515.EPILITHON.4",61,"cell density","cellsPerBottle",379068.1,"CARI.20170515.EPILITHON.4",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,6193.92320261438,321795677.60881
2017-05-15,"CARI.20170515.EPILITHON.5",61,"cell density","cellsPerBottle",675734.4,"CARI.20170515.EPILITHON.5",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,11041.4117647059,573639430.834678
2017-05-15,"CARI.20170515.EPILITHON.6",61,"cell density","cellsPerBottle",520916.4,"CARI.20170515.EPILITHON.6",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,8511.70588235294,442212483.497139
2017-05-15,"CARI.20170515.EPILITHON.7",61,"cell density","cellsPerBottle",334657.9,"CARI.20170515.EPILITHON.7",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,5468.26633986928,284095300.284148
2017-05-15,"CARI.20170515.EPILITHON.8",60,"cell density","cellsPerBottle",283270.1,"CARI.20170515.EPILITHON.8",125,60,1.2,2017,"D19","CARI","CARI.20170515","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,4628.59640522876,240471550.562591
2017-05-15,"CARI.20170515.SESTON.9",955,"cell density","cellsPerBottle",42531.5,"CARI.20170515.SESTON.9",5000,1000,20,2017,"D19","CARI","CARI.20170515","CARI.AOS.S2",65.15308,-147.501997,225.7,"run","seston",NA,NA,"cobble",1020,41.6975490196078,NA
2017-07-11,"CARI.20170711.EPILITHON.1.TAXONOMY",NA,"cell density","cellsPerBottle",63103.9,"CARI.20170711.EPILITHON.1",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,1031.10947712418,53569694.3643071
2017-07-11,"CARI.20170711.EPILITHON.2.TAXONOMY",NA,"cell density","cellsPerBottle",93792.6,"CARI.20170711.EPILITHON.2",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,1532.55882352941,79621717.7644125
2017-07-11,"CARI.20170711.EPILITHON.3.TAXONOMY",NA,"cell density","cellsPerBottle",40960.9,"CARI.20170711.EPILITHON.3",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,669.295751633987,34772223.1730043
2017-07-11,"CARI.20170711.EPILITHON.4.TAXONOMY",NA,"cell density","cellsPerBottle",425761,"CARI.20170711.EPILITHON.4",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,6956.87908496732,361433867.672866
2017-07-11,"CARI.20170711.EPILITHON.5",60,"cell density","cellsPerBottle",42067.9,"CARI.20170711.EPILITHON.5",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,687.383986928105,35711969.3956829
2017-07-11,"CARI.20170711.EPILITHON.6",60,"cell density","cellsPerBottle",15014.3,"CARI.20170711.EPILITHON.6",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,245.331699346405,12745828.1040319
2017-07-11,"CARI.20170711.EPILITHON.7.TAXONOMY",NA,"cell density","cellsPerBottle",51196.5,"CARI.20170711.EPILITHON.7",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,836.544117647059,43461352.745587
2017-07-11,"CARI.20170711.EPILITHON.8",61,"cell density","cellsPerBottle",256036.8,"CARI.20170711.EPILITHON.8",125,60,1.2,2017,"D19","CARI","CARI.20170711","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,4183.60784313725,217352859.680863
2017-07-11,"CARI.20170711.SESTON.9",1030,"cell density","cellsPerBottle",53681.8,"CARI.20170711.SESTON.9",5000,1000,20,2017,"D19","CARI","CARI.20170711","CARI.AOS.S2",65.15308,-147.501997,225.7,"run","seston",NA,NA,"cobble",1020,52.6292156862745,NA
2017-08-21,"CARI.20170821.EPILITHON.1",NA,"cell density","cellsPerBottle",425056.7,"CARI.20170821.EPILITHON.1",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,6945.37091503268,360835978.544923
2017-08-21,"CARI.20170821.EPILITHON.2",NA,"cell density","cellsPerBottle",9415175.6,"CARI.20170821.EPILITHON.2",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,153842.738562091,7992660980.98979
2017-08-21,"CARI.20170821.EPILITHON.3",NA,"cell density","cellsPerBottle",5769840.2,"CARI.20170821.EPILITHON.3",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,94278.4346405229,4898089912.74537
2017-08-21,"CARI.20170821.EPILITHON.4",NA,"cell density","cellsPerBottle",517906.7,"CARI.20170821.EPILITHON.4",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,8462.52777777778,439657511.314307
2017-08-21,"CARI.20170821.EPILITHON.5",NA,"cell density","cellsPerBottle",971310.1,"CARI.20170821.EPILITHON.5",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,15871.0800653595,824557360.004129
2017-08-21,"CARI.20170821.EPILITHON.6",NA,"cell density","cellsPerBottle",605880.1,"CARI.20170821.EPILITHON.6",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,9900.00163398693,514339237.010958
2017-08-21,"CARI.20170821.EPILITHON.7",NA,"cell density","cellsPerBottle",4535011.1,"CARI.20170821.EPILITHON.7",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,74101.4885620915,3849827959.37715
2017-08-21,"CARI.20170821.EPILITHON.8",NA,"cell density","cellsPerBottle",517169.7,"CARI.20170821.EPILITHON.8",125,60,1.2,2017,"D19","CARI","CARI.20170821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,8450.48529411765,439031862.745098
2017-08-21,"CARI.20170821.SESTON.9",NA,"cell density","cellsPerBottle",32554.6,"CARI.20170821.SESTON.9",5000,1000,20,2017,"D19","CARI","CARI.20170821","CARI.AOS.S2",65.15308,-147.501997,225.7,"run","seston",NA,NA,"cobble",1020,31.9162745098039,NA
2018-05-30,"CARI.20180530.EPILITHON.1.TAXONOMY",59,"cell density","cellsPerBottle",2678.9,"CARI.20180530.EPILITHON.1",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"pebble",61.2,43.7728758169935,2274151.90237913
2018-05-30,"CARI.20180530.EPILITHON.2.TAXONOMY",60,"cell density","cellsPerBottle",46478.9,"CARI.20180530.EPILITHON.2",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"pebble",61.2,759.459150326797,39456522.7725892
2018-05-30,"CARI.20180530.EPILITHON.3.TAXONOMY",60,"cell density","cellsPerBottle",5449.5,"CARI.20180530.EPILITHON.3",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"pebble",61.2,89.0441176470588,4626149.08806415
2018-05-30,"CARI.20180530.EPILITHON.4.TAXONOMY",59,"cell density","cellsPerBottle",2679.8,"CARI.20180530.EPILITHON.4",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,43.7875816993464,2274915.92369838
2018-05-30,"CARI.20180530.EPILITHON.5.TAXONOMY",61,"cell density","cellsPerBottle",22161.1,"CARI.20180530.EPILITHON.5",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,362.109477124183,18812836.5089455
2018-05-30,"CARI.20180530.EPILITHON.6.TAXONOMY",61,"cell density","cellsPerBottle",5540.2,"CARI.20180530.EPILITHON.6",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,90.5261437908497,4703145.4587931
2018-05-30,"CARI.20180530.EPILITHON.7.TAXONOMY",60,"cell density","cellsPerBottle",5584.6,"CARI.20180530.EPILITHON.7",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,91.2516339869281,4740837.17720948
2018-05-30,"CARI.20180530.EPILITHON.8.TAXONOMY",60,"cell density","cellsPerBottle",2724.7,"CARI.20180530.EPILITHON.8",125,60,1.2,2018,"D19","CARI","CARI.20180530","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,44.5212418300654,2313032.09840323
2018-07-17,"CARI.20180717.EPILITHON.1.TAXONOMY",60,"cell density","cellsPerBottle",27247.6,"CARI.20180717.EPILITHON.1",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,445.222222222222,23130830.3315785
2018-07-17,"CARI.20180717.EPILITHON.2.TAXONOMY",60,"cell density","cellsPerBottle",16348.6,"CARI.20180717.EPILITHON.2",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,267.133986928105,13878532.1554502
2018-07-17,"CARI.20180717.EPILITHON.3.TAXONOMY",59,"cell density","cellsPerBottle",7923.6,"CARI.20180717.EPILITHON.3",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,129.470588235294,6726443.69468486
2018-07-17,"CARI.20180717.EPILITHON.4.TAXONOMY",60,"cell density","cellsPerBottle",21798.2,"CARI.20180717.EPILITHON.4",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,356.179738562091,18504766.134772
2018-07-17,"CARI.20180717.EPILITHON.5.TAXONOMY",60,"cell density","cellsPerBottle",29972,"CARI.20180717.EPILITHON.5",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,489.738562091503,25443607.7562086
2018-07-17,"CARI.20180717.EPILITHON.6.TAXONOMY",60,"cell density","cellsPerBottle",8304.4,"CARI.20180717.EPILITHON.6",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,135.692810457516,7049709.60398568
2018-07-17,"CARI.20180717.EPILITHON.7.TAXONOMY",59,"cell density","cellsPerBottle",5358.6,"CARI.20180717.EPILITHON.7",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,87.5588235294118,4548982.93481981
2018-07-17,"CARI.20180717.EPILITHON.8.TAXONOMY",60,"cell density","cellsPerBottle",70155.2,"CARI.20180717.EPILITHON.8",125,60,1.2,2018,"D19","CARI","CARI.20180717","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,1146.32679738562,59555631.6181224
2018-08-21,"CARI.20180821.EPILITHON.1.TAXONOMY",59,"cell density","cellsPerBottle",550245.9,"CARI.20180821.EPILITHON.1",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,8990.94607843137,467110664.922661
2018-08-21,"CARI.20180821.EPILITHON.2.TAXONOMY",59,"cell density","cellsPerBottle",166670.2,"CARI.20180821.EPILITHON.2",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,2723.36928104575,141488428.982011
2018-08-21,"CARI.20180821.EPILITHON.3.TAXONOMY",60,"cell density","cellsPerBottle",400464.6,"CARI.20180821.EPILITHON.3",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,6543.53921568627,339959435.561423
2018-08-21,"CARI.20180821.EPILITHON.4.TAXONOMY",59,"cell density","cellsPerBottle",194197.8,"CARI.20180821.EPILITHON.4",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,3173.16666666667,164856954.835134
2018-08-21,"CARI.20180821.EPILITHON.5.TAXONOMY",59,"cell density","cellsPerBottle",166672.4,"CARI.20180821.EPILITHON.5",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,2723.40522875817,141490296.58968
2018-08-21,"CARI.20180821.EPILITHON.6.TAXONOMY",59,"cell density","cellsPerBottle",107568.9,"CARI.20180821.EPILITHON.6",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon",NA,0.002406,"cobble",61.2,1757.66176470588,91316592.0981859
2018-08-21,"CARI.20180821.EPILITHON.7.TAXONOMY",58,"cell density","cellsPerBottle",589317.9,"CARI.20180821.EPILITHON.7",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"pebble",61.2,9629.37745098039,500279377.129073
2018-08-21,"CARI.20180821.EPILITHON.8.TAXONOMY",58,"cell density","cellsPerBottle",302265.3,"CARI.20180821.EPILITHON.8",125,60,1.2,2018,"D19","CARI","CARI.20180821","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon",NA,0.002406,"cobble",61.2,4938.97549019608,256596814.744185
2019-05-14,"CARI.20190514.EPILITHON.1.TAXONOMY",62.5,"cells","cellsPerBottle",49667.7,"CARI.20190514.EPILITHON.1",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon","scrub",0.002406,"cobble",61.2,811.563725490196,42163535.1979528
2019-05-14,"CARI.20190514.EPILITHON.2.TAXONOMY",62.5,"cells","cellsPerBottle",1638709,"CARI.20190514.EPILITHON.2",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon","scrub",0.002406,"cobble",61.2,26776.2908496732,1391120680.05368
2019-05-14,"CARI.20190514.EPILITHON.4.TAXONOMY",62.5,"cells","cellsPerBottle",980569.2,"CARI.20190514.EPILITHON.4",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon","scrub",0.002406,"cobble",61.2,16022.3725490196,832417526.445325
2019-05-14,"CARI.20190514.EPILITHON.5.TAXONOMY",62.5,"cells","cellsPerBottle",185847.5,"CARI.20190514.EPILITHON.5",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon","scrub",0.002406,"cobble",61.2,3036.72385620915,157768280.143867
2019-05-14,"CARI.20190514.EPILITHON.6.TAXONOMY",62.5,"cells","cellsPerBottle",154626.7,"CARI.20190514.EPILITHON.6",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"riffle","epilithon","scrub",0.002406,"cobble",61.2,2526.58006535948,131264550.361569
2019-05-14,"CARI.20190514.EPILITHON.8.TAXONOMY",62.5,"cells","cellsPerBottle",1731330.7,"CARI.20190514.EPILITHON.8",125,60,1.2,2019,"D19","CARI","CARI.20190514","CARI.AOS.reach",65.153224,-147.503973,224.9,"run","epilithon","scrub",0.002406,"cobble",61.2,28289.7173202614,1469748406.08175
