"","date","year","domainID","siteID","algSampleID","eventID","namedLocation","decimalLatitude","decimalLongitude","elevation","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass"
"1",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPIPSAMMON.2","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"2",2016-10-05,2016,"D01","HOPB","HOPB.20161005.SESTON.1","HOPB.20161005","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"cobble"
"3",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPIPSAMMON.1","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"4",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPIPSAMMON.3","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"5",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPILITHON.5","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"6",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPILITHON.4","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"7",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPILITHON.3","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"8",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPILITHON.2","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"9",2016-10-05,2016,"D01","HOPB","HOPB.20161005.EPILITHON.1","HOPB.20161005","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"10",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPIPSAMMON.2","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"11",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPILITHON.1","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"12",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPIPSAMMON.1","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"13",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPILITHON.5","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"14",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPILITHON.4","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"15",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPIPSAMMON.3","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"cobble"
"16",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPILITHON.3","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"17",2017-04-19,2017,"D01","HOPB","HOPB.20170419.SESTON.1","HOPB.20170419","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"cobble"
"18",2017-04-19,2017,"D01","HOPB","HOPB.20170419.EPILITHON.2","HOPB.20170419","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"19",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPILITHON.1","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"20",2017-07-19,2017,"D01","HOPB","HOPB.20170719.SESTON.1","HOPB.20170719","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"sand"
"21",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPIPSAMMON.3","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"22",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPIPSAMMON.2","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"23",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPIPSAMMON.1","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"24",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPILITHON.3","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"25",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPILITHON.4","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"26",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPILITHON.2","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"27",2017-07-19,2017,"D01","HOPB","HOPB.20170719.EPILITHON.5","HOPB.20170719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"28",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.3","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epilithon",NA,0.002406,"pebble"
"29",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.6","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"30",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.8","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epilithon",NA,0.002406,"silt"
"31",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.5","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"sand"
"32",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.7","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epilithon",NA,0.002406,"silt"
"33",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.2","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"34",2017-10-12,2017,"D01","HOPB","HOPB.20171012.SESTON.1","HOPB.20171012","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"cobble"
"35",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.4","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"36",2017-10-12,2017,"D01","HOPB","HOPB.20171012.EPILITHON.1","HOPB.20171012","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"37",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPILITHON.3","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"38",2018-04-17,2018,"D01","HOPB","HOPB.20180417.SESTON.1","HOPB.20180417","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"sand"
"39",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPILITHON.5","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"40",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPIPSAMMON.1","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"41",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPILITHON.4","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"42",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPIPSAMMON.2","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"43",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPILITHON.1","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"44",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPILITHON.2","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"45",2018-04-17,2018,"D01","HOPB","HOPB.20180417.EPIPSAMMON.3","HOPB.20180417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"46",2018-07-23,2018,"D01","HOPB","HOPB.20180723.SESTON.1","HOPB.20180723","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"sand"
"47",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPILITHON.1","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"48",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPILITHON.5","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"49",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPIPSAMMON.3","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"50",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPILITHON.3","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"51",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPILITHON.2","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"52",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPIPSAMMON.2","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"53",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPILITHON.4","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"54",2018-07-23,2018,"D01","HOPB","HOPB.20180723.EPIPSAMMON.1","HOPB.20180723","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"55",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPILITHON.4","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"56",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPILITHON.3","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"57",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPIPSAMMON.1","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"58",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPILITHON.2","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"59",2018-10-10,2018,"D01","HOPB","HOPB.20181010.SESTON.1","HOPB.20181010","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston",NA,NA,"sand"
"60",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPIPSAMMON.2","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"61",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPILITHON.5","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"62",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPILITHON.1","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon",NA,0.002406,"cobble"
"63",2018-10-10,2018,"D01","HOPB","HOPB.20181010.EPIPSAMMON.3","HOPB.20181010","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon",NA,0.005938,"sand"
"64",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPIPSAMMON.3","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"65",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPILITHON.1","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"66",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPIPSAMMON.1","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"67",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPIPSAMMON.2","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"68",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPILITHON.4","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"69",2019-04-17,2019,"D01","HOPB","HOPB.20190417.SESTON.1","HOPB.20190417","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston","grab",NA,"sand"
"70",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPILITHON.2","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"71",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPILITHON.5","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"72",2019-04-17,2019,"D01","HOPB","HOPB.20190417.EPILITHON.3","HOPB.20190417","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"73",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPILITHON.5","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"74",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPIPSAMMON.2","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"75",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPILITHON.4","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"76",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPILITHON.1","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"77",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPILITHON.3","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"78",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPIPSAMMON.3","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"79",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPILITHON.2","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"80",2019-07-15,2019,"D01","HOPB","HOPB.20190715.SESTON.1","HOPB.20190715","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston","grab",NA,"sand"
"81",2019-07-15,2019,"D01","HOPB","HOPB.20190715.EPIPSAMMON.1","HOPB.20190715","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"82",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPILITHON.1","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"83",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPILITHON.2","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"84",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPILITHON.5","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"85",2019-10-07,2019,"D01","HOPB","HOPB.20191007.SESTON.1","HOPB.20191007","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston","grab",NA,"pebble"
"86",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPIPSAMMON.2","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"87",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPILITHON.4","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"88",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPIPSAMMON.1","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"89",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPIPSAMMON.3","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"90",2019-10-07,2019,"D01","HOPB","HOPB.20191007.EPILITHON.3","HOPB.20191007","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"91",2020-04-20,2020,"D01","HOPB",NA,"HOPB.20200420","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle",NA,NA,NA,NA
"92",2020-04-20,2020,"D01","HOPB",NA,"HOPB.20200420","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool",NA,NA,NA,NA
"93",2020-04-20,2020,"D01","HOPB",NA,"HOPB.20200420","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool",NA,NA,NA,NA
"94",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPIPSAMMON.1","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"95",2020-07-19,2020,"D01","HOPB","HOPB.20200719.SESTON.1","HOPB.20200719","HOPB.AOS.S2",42.471741,-72.330664,213.6,"pool","seston","grab",NA,"sand"
"96",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPIPSAMMON.2","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"97",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPILITHON.1","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"98",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPIPSAMMON.3","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"pool","epipsammon","grab",0.005938,"sand"
"99",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPILITHON.3","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"100",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPILITHON.4","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"101",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPILITHON.5","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
"102",2020-07-19,2020,"D01","HOPB","HOPB.20200719.EPILITHON.2","HOPB.20200719","HOPB.AOS.reach",42.471941,-72.329526,203.4,"riffle","epilithon","scrub",0.002406,"cobble"
